@relation 'resume_p2final-weka.filters.unsupervised.attribute.NumericToNominal-R1,3,5,6,7,9,10-weka.filters.unsupervised.attribute.Remove-R1,3,5,6,7,9,10-weka.filters.unsupervised.attribute.NumericToNominal-R4-weka.filters.unsupervised.attribute.Remove-R4'

@attribute salary_last numeric
@attribute workmonth numeric
@attribute salary_exp numeric

@data
2001,48,4500
4001,72,4500
2001,6,4001
6001,228,8001
10001,55,15000
4001,63,4500
6001,60,8001
2001,58,4500
2001,33,4500
8001,56,10001
2001,45,4500
4001,43,6001
2001,44,3000
4001,44,4500
4001,19,6001
4001,26,6000
6001,69,8000
4001,13,6001
4001,15,4500
4001,45,6000
2001,30,4001
2001,10,4500
4001,18,4500
2001,45,4500
2001,23,3000
4001,16,10000
2001,20,3000
8001,15,10001
2001,6,3000
4001,16,4500
4001,15,8000
2001,13,4500
2001,32,3000
4001,39,8001
4001,52,4500
2001,13,3000
2001,19,4001
2001,11,3000
4001,83,5000
4001,58,6000
4001,17,4500
4001,21,6001
2001,58,4001
4001,192,6000
4001,29,6001
2001,5,4001
4001,18,8001
4001,13,6001
6001,26,8001
2001,4,4001
2001,13,4001
2001,39,4500
4001,37,8001
2001,8,3000
4001,28,8001
4001,11,4500
2001,8,3000
2001,46,4001
2001,2,3000
4001,28,4500
2001,4,3000
4001,41,6001
8001,13,10001
4001,13,6000
2001,2,3000
2001,18,3000
4001,36,4500
2001,22,4001
10001,73,15000
2001,7,4001
4001,7,4500
8001,51,10001
2001,9,3000
4001,4,4500
6001,14,8001
4001,27,8001
2001,30,4001
2001,16,3000
6001,15,8001
4001,64,4500
2001,11,4500
4001,15,6001
2001,72,3000
2001,16,4001
2001,46,4001
4001,80,6001
6001,55,8001
2001,28,4001
6001,46,8001
6001,16,8001
4001,15,6001
2001,24,4001
4001,88,6001
6001,36,8001
10001,75,15000
2001,9,4500
4001,15,6001
2001,7,4001
4001,28,6001
4001,43,6001
2001,7,3000
4001,21,6001
6001,87,10001
8001,173,10001
6001,74,8001
4001,16,4500
2001,25,6000
4001,12,4500
2001,43,4001
4001,24,4500
2001,39,3000
2001,3,4001
4001,59,7000
2001,5,3000
2001,8,3000
2001,4,4001
2001,7,3000
2001,39,10001
2001,38,4001
6001,50,8000
8001,62,10000
4001,12,4500
2001,13,3000
2001,75,3000
2001,17,4001
2001,7,3000
4001,26,6000
2001,13,4001
2001,11,3000
2001,40,4001
4001,21,6001
4001,22,4500
2001,37,3000
4001,52,6000
4001,38,4500
4001,18,6000
2001,22,3000
2001,1,4001
4001,17,4500
2001,85,3000
4001,30,4500
4001,10,4500
4001,31,6000
8001,23,15000
8001,61,15000
2001,26,3000
2001,28,3000
4001,15,8000
10001,52,15000
4001,25,8001
4001,152,4500
4001,27,6001
6001,53,8000
6001,18,8001
2001,26,4001
2001,18,4001
2001,293,4500
4001,119,6001
4001,73,6000
4001,21,6001
2001,17,3000
10001,120,15000
2001,25,3000
2001,7,4500
4001,31,4500
4001,84,6001
2001,28,6001
2001,23,4001
4001,51,6001
2001,13,3000
2001,38,4001
2001,44,3000
4001,45,4500
2001,55,3000
10001,48,15000
4001,30,4500
2001,86,4001
4001,15,6001
8001,28,10000
4001,5,6001
6001,13,10001
2001,39,3000
4001,180,10001
2001,13,4001
4001,68,4500
2001,33,4500
4001,11,8001
6001,26,10001
4001,7,6001
4001,39,6001
4001,62,4500
2001,11,4001
4001,3,4500
2001,113,4001
2001,16,3000
2001,6,4001
4001,85,4500
2001,13,3000
2001,110,3000
4001,80,6001
2001,122,4001
4001,123,4500
2001,12,4001
2001,3,3000
4001,25,4500
4001,9,6001
2001,132,5000
2001,36,3000
10001,56,15000
4001,40,6001
2001,72,5000
2001,9,4001
2001,72,3000
4001,39,4500
2001,165,3000
6001,74,8001
4001,3,4500
4001,108,6000
8001,169,10001
4001,55,8000
2001,56,3000
4001,45,4500
8001,40,10001
2001,7,3000
8001,17,10001
4001,17,6001
4001,30,8000
4001,7,4500
2001,31,4500
4001,44,4500
2001,5,4001
6001,30,10001
10001,59,15000
6001,91,8001
6001,21,10001
4001,26,6001
2001,24,4001
4001,167,6000
6001,160,8001
2001,19,4001
4001,52,10001
8001,53,10001
6001,116,8001
2001,18,4001
2001,26,4001
2001,44,3000
2001,6,3000
2001,11,3000
4001,54,4500
2001,38,3000
6001,182,15000
2001,32,3000
2001,36,3000
2001,48,6000
2001,42,3000
2001,27,4500
2001,106,6001
2001,20,4001
4001,5,4500
6001,55,8001
4001,15,6001
2001,7,4001
10001,166,15000
8001,29,10000
4001,121,6001
8001,31,10001
2001,44,4001
4001,2,6001
4001,33,4500
2001,7,3000
2001,68,3000
4001,39,4500
2001,14,4001
2001,52,3000
4001,61,4500
2001,34,4001
4001,12,6001
4001,22,4500
4001,14,6001
6001,76,8001
2001,25,4001
4001,32,8001
4001,17,6001
10001,122,15000
4001,20,6001
2001,18,4001
2001,30,4001
2001,53,4001
4001,74,6001
2001,92,3000
2001,31,4001
2001,8,3000
2001,13,4001
2001,96,4001
2001,22,4001
2001,65,4001
2001,38,4500
4001,26,6001
2001,3,4500
4001,46,6001
2001,15,4001
4001,96,6000
8001,67,10001
4001,142,6001
4001,28,6001
8001,14,10001
4001,52,6001
2001,44,4001
2001,17,3000
2001,11,3000
4001,36,6000
4001,49,4500
2001,8,4001
2001,21,4001
4001,75,6001
2001,36,4001
4001,43,4500
4001,160,6001
2001,8,3000
4001,55,6001
2001,30,4001
4001,136,4500
4001,27,6000
6001,81,8001
4001,33,6001
5500,43,6500
4001,38,6001
2001,19,4001
4001,18,4500
5000,79,6000
4001,31,6001
5000,41,6000
4001,14,6001
4001,14,6001
2001,75,4001
2001,10,4001
2001,3,4001
2001,51,4001
2001,172,4001
8001,82,10001
2001,1,4001
2001,58,4001
4001,90,6001
2001,23,4001
2001,36,4001
4001,86,6001
8001,32,10001
4001,70,8001
4001,39,6001
2001,17,4001
4001,63,6001
2001,33,4001
4001,83,6001
2001,28,4001
2001,15,4001
2001,16,3000
2001,73,4001
2001,19,4001
4001,102,6001
2001,12,4001
2001,27,4001
2001,14,4500
6001,13,10000
2001,27,4500
2001,6,4001
2001,7,4001
2001,4,4001
4001,26,6001
4001,23,6000
2001,26,4001
2001,9,4001
4001,17,6001
6001,14,8000
2001,2,4001
2001,29,4500
4001,4,6001
2001,36,4001
2001,12,4001
2001,6,4001
4001,13,6001
4001,43,6001
2001,108,4001
2001,53,4001
4001,77,6001
8001,30,10001
2001,20,4500
4001,50,6000
6001,99,8001
4001,60,6001
2001,8,4001
6001,70,8001
4001,49,8001
2001,37,4500
2001,37,4001
2001,20,4001
4001,27,6001
2001,8,3000
4001,39,6001
4001,30,4500
2001,72,4001
8001,10,10000
2001,14,3000
2001,36,3000
4001,42,8000
6001,77,8001
4001,26,6000
2001,61,4001
4001,48,6001
2001,28,4001
2001,72,6001
2001,49,3000
8001,25,10001
2001,25,4001
4001,68,6000
2001,14,3000
2001,13,4001
6001,46,8001
2001,164,6000
2001,169,4001
2001,276,4001
4001,41,6001
4001,39,8000
2001,27,4001
2001,5,4001
4001,59,4500
4001,42,6000
4001,55,6001
2001,11,3000
6001,158,8000
4001,26,6001
2001,41,3000
6001,123,10001
2001,7,4500
4001,61,6000
6001,40,8001
2001,170,3000
8001,91,10001
4001,39,6001
6001,75,7000
8001,50,10000
2001,35,3000
2001,5,4001
2001,26,4500
4001,47,6001
4001,18,4500
4001,51,6001
2001,3,4001
6001,23,8001
6001,94,10001
6001,115,8001
2001,34,4001
6001,60,10001
4001,37,6001
2001,7,4500
2001,55,3000
2001,48,4001
2001,8,4001
2001,35,3000
8001,54,10001
4001,66,6001
2001,35,3000
2001,15,4001
2001,58,4001
2001,20,4001
2001,20,4001
4001,31,6001
2001,16,4001
4001,18,4500
4001,10,4500
2001,12,3000
2001,1,4001
2001,22,3000
2001,27,4001
2001,6,3000
4001,113,4500
4001,103,6000
4001,13,8000
2001,18,3000
4001,146,6001
2001,39,4001
4001,70,6001
2001,3,4001
2001,12,4001
2001,22,4001
4001,22,6001
2001,26,4001
4001,44,6001
2001,73,4001
2001,12,4001
2001,25,4001
2001,17,3000
4001,23,6001
2001,3,4001
2001,50,4001
2001,48,4001
2001,45,4001
2001,34,4001
2001,40,4001
2001,37,4001
2001,135,4001
2001,15,4001
2001,42,4001
2001,63,4001
2001,37,4001
2001,14,4001
2001,74,4001
2001,13,4001
2001,27,3000
2001,40,4001
2001,18,4001
2001,34,4001
4001,16,6001
2001,109,4001
4001,57,6001
2001,70,4001
4001,71,6001
4001,22,8001
4001,34,4500
2001,83,3000
2001,13,4001
2001,16,4001
2001,7,3000
2001,31,4001
2001,21,4001
2001,21,3000
4001,44,6001
4001,104,4500
4001,11,4500
2001,57,4001
2001,4,4001
2001,118,4001
2001,23,4001
2001,45,4001
4001,76,6000
2001,44,3000
10001,147,15000
2001,6,4500
2001,35,4500
4001,60,4500
4001,2,4500
2001,16,3000
2001,29,3000
2001,59,3000
2001,16,3000
2001,7,4001
2001,6,4001
2001,9,4001
2001,61,6001
2001,29,3000
2001,29,3000
2001,22,4001
4001,25,6000
4001,47,4500
7000,102,8000
4001,32,4500
2001,28,3000
2001,41,3000
2001,11,3000
2001,48,4001
2001,40,4500
4001,52,4500
2001,14,3000
2001,41,3000
4001,58,4500
6001,39,8000
4001,27,4500
4001,85,5000
2001,42,4001
2001,3,4001
4001,46,6001
4001,30,4500
4001,30,6001
2001,32,4001
2001,25,4001
2001,4,8000
2001,46,10000
4001,40,6001
2001,20,4001
2001,39,4001
4001,16,10001
2001,27,4001
4001,20,6001
4001,87,6001
4001,43,6001
2001,68,4001
2001,27,4001
8001,43,10001
2001,32,4001
4001,11,6001
2001,22,4001
2001,28,4001
2001,13,4001
2001,58,4001
2001,38,3000
2001,83,4001
2001,12,4001
2001,28,3000
6001,70,8001
4001,35,6001
8001,90,10001
4001,71,6001
4001,33,6001
4001,18,8001
2001,33,4001
6001,107,8001
2001,54,4001
4001,35,4500
4001,54,6001
2001,37,4001
2001,53,4001
2001,21,6001
4001,34,8000
2001,14,4001
4001,24,6001
2001,13,3000
4001,39,6000
2001,51,4001
2001,65,4001
2001,57,4001
4001,31,6000
2001,34,3000
4001,32,6001
2001,10,4001
4001,28,4500
2001,55,4001
8001,84,10001
2001,48,4001
2001,27,4001
4001,5,8001
4001,27,6000
4001,23,6001
4001,27,6001
6001,8,15000
6001,29,10001
4001,39,8001
2001,40,4001
2001,27,4001
2001,30,4001
2001,19,4001
2001,10,4001
2001,24,4001
6001,70,8001
4001,79,6001
2001,41,4001
2001,38,4001
2001,26,4500
4001,57,6001
8001,55,10001
2001,60,4001
4001,19,6001
2001,32,4001
4001,76,10001
2001,20,4001
2001,16,4001
2001,22,4500
4001,42,6001
2001,6,3000
2001,35,4001
6001,93,10001
2001,7,4001
2001,66,4001
2001,37,4001
4001,36,4500
4001,31,6000
2001,19,4001
2001,33,4500
4001,18,6000
2001,57,4001
4001,62,6000
4001,64,6001
2001,84,4001
4001,50,6001
4001,120,6001
4001,99,4500
2001,4,4001
2001,111,3000
6001,36,10001
4001,50,8001
4001,113,6001
4001,37,6001
4001,38,6001
2001,68,4001
4001,31,6001
4001,17,6001
6001,38,8000
2001,1,4001
2001,21,4001
2001,12,4001
2001,11,4001
8001,104,10001
4001,310,6001
2001,101,4001
4001,29,6001
4001,80,6001
8001,79,10001
2001,5,6001
6001,72,8001
2001,6,6000
2001,15,3000
2001,43,4001
2001,48,4001
2001,38,4001
6001,96,8000
4001,39,6001
2001,16,3000
4001,23,6001
2001,126,3000
2001,45,3000
2001,44,4001
2001,84,4001
2001,57,4001
4001,4,4500
4001,88,4500
8001,74,10001
2001,15,3000
2001,41,4001
2001,28,4000
2001,2,6000
4001,87,4500
2001,17,3000
6001,92,8000
4001,94,6000
6001,35,8001
4001,24,6001
2001,8,4500
2001,6,4001
4001,13,6000
4001,96,8001
4001,75,6001
2001,2,3000
2001,15,4001
2001,55,4001
2001,25,3000
2001,11,4001
4001,42,6001
4001,80,6001
2001,30,4001
4001,19,4500
4001,42,6001
4001,58,4500
6001,45,8001
2001,60,3000
4001,51,6001
6001,11,8001
2001,98,6001
4001,12,6001
2001,46,4001
2001,13,4001
2001,39,8000
4001,365,6001
2001,10,4001
2001,35,3000
2001,100,4001
8001,93,10001
4001,13,6001
2001,16,3000
2001,22,3000
2001,38,4001
4001,68,4500
2001,74,3000
6001,51,8000
2001,12,4001
8001,40,10001
8001,27,10001
8001,55,10001
2001,28,4500
2001,5,4001
2001,8,4001
4001,39,6001
4001,67,6001
4001,3,6001
4001,32,4500
4001,21,6001
2001,1,4001
4001,23,6001
4001,0,4500
4001,16,4500
2001,38,4001
4001,12,6000
2001,19,4001
2001,22,3000
4001,50,4500
2001,58,4001
2001,31,3000
2001,5,3000
6001,108,8001
2001,9,3000
2001,36,6001
2001,34,4001
2001,25,4001
2001,123,6001
2001,51,4001
4001,37,6001
6001,79,8001
2001,20,4001
2001,241,4001
8001,6,10001
2001,21,4001
2001,164,4001
2001,30,3000
4001,9,6001
2001,33,4001
4001,53,4500
2001,23,4001
2001,40,4001
2001,53,4001
2001,30,4001
2001,62,3000
2001,14,4001
2001,103,4001
2001,122,3000
2001,59,3000
2001,37,4001
2001,83,4001
4001,289,6001
2001,202,4001
2001,3,4001
8001,57,10001
2001,20,4001
4001,38,6001
2001,15,4001
2001,10,3000
2001,3,4001
2001,58,3000
2001,36,4001
4001,55,6001
8001,82,10001
2001,52,4001
2001,44,4001
4001,31,6001
2001,15,3000
2001,49,4001
2001,67,4001
4001,54,6001
4001,31,6001
4001,40,8001
4001,26,4500
4001,68,6001
2001,44,4001
4001,134,10001
6001,63,8001
6001,39,8000
2001,3,4001
8001,86,10001
2001,6,3000
4001,29,10000
2001,7,4001
4001,19,4500
4001,13,4500
4001,26,6000
2001,99,3000
4001,21,6001
4001,79,4500
6001,70,8001
4001,16,8001
6001,75,10001
4001,50,6001
4001,31,6000
2001,6,4001
2001,32,3000
2001,72,3000
2001,5,4001
2001,8,4001
4001,8,4500
4001,40,4500
6001,35,8001
2001,18,4001
2001,11,4001
2001,48,4001
2001,31,4001
6001,67,8001
4001,45,6001
2001,11,3000
4001,19,6001
6001,105,10001
10001,72,15000
8001,42,10001
2001,4,4001
2001,47,4001
4001,41,5600
2001,5,4001
2001,57,4001
4001,24,4500
2001,18,4001
4001,16,8001
2001,8,4001
2001,54,4001
4001,13,6001
4001,23,4500
4001,25,6000
4001,64,6001
2001,7,4001
4001,24,6001
4001,42,6001
8001,63,10001
2001,12,3000
6001,13,8001
2001,12,4001
6001,73,8001
2001,30,4001
6001,50,10001
2001,12,4001
4001,24,4500
2001,8,4001
4001,44,6001
4001,40,6001
2001,9,3000
2001,38,3000
2001,11,4001
2001,4,4001
4001,49,6001
2001,5,4001
4001,20,8001
2001,18,4001
2001,55,3000
4001,94,10000
4001,48,6001
4001,28,4500
2001,67,3000
2001,23,4001
2001,2,4001
2001,32,3000
4001,22,6001
2001,36,6001
2001,60,3000
4001,41,6000
4001,20,6001
2001,67,4001
4001,12,4500
4001,32,8001
2001,9,4001
2001,14,4001
2001,71,4001
2001,28,4001
2001,4,4001
4001,33,6001
2001,38,4001
6001,72,8000
2001,55,4001
2001,41,4001
2001,8,4001
4001,75,6000
4001,20,4500
4001,65,4500
4001,48,6000
8001,134,15000
2001,12,3000
4001,76,4500
2001,23,4500
2001,38,4500
4001,34,6001
4001,37,4500
2001,51,3000
6001,59,8001
2001,34,3000
4001,21,4500
2001,99,4001
4001,37,6001
6001,73,8001
2001,34,3000
4001,105,8000
8001,191,10001
2001,72,4001
4001,241,4500
2001,16,8001
4001,35,6001
8001,75,10001
6001,73,10001
2001,25,3000
8001,178,10001
4001,32,6001
6001,50,8001
2001,25,3000
4001,72,6000
6001,53,10000
4001,9,4500
2001,2,3000
2001,16,4500
5000,64,10000
4001,6,4500
4001,19,6000
4001,73,15000
6001,33,8001
4001,33,6001
4001,45,6001
2001,217,3000
2001,10,3000
2001,54,3000
2001,36,4001
4001,31,6001
4001,90,6001
2001,57,4001
4001,38,6001
2001,8,3000
4001,14,4500
4001,35,6001
4001,22,8001
4001,47,6001
2001,17,3000
6001,32,8001
4001,7,10001
4001,35,6001
2001,17,4001
6001,35,8001
2001,6,4001
4001,39,8000
6001,84,8000
4001,114,4500
4001,33,4500
4001,124,6000
6001,16,8000
4001,67,8001
2001,2,3000
4001,3,4500
4001,24,6001
2001,8,6001
2001,6,4500
4001,34,6001
4001,21,6001
6001,106,8001
4001,50,4500
2001,30,3000
2001,11,4001
2001,11,4500
2001,42,3000
2001,6,3000
2001,12,4001
4001,27,6000
2001,25,4001
4001,36,6001
4001,12,4500
4001,22,4500
4001,28,4500
2001,16,3000
2001,7,4001
2001,19,6000
6001,57,10001
4001,53,8001
4001,34,6000
4001,12,4500
4001,19,4500
2001,8,4001
4001,12,4500
2001,30,3000
2001,24,6000
2001,118,4001
2001,11,4500
4001,30,6000
4001,93,8001
4001,7,4500
2001,24,6001
4001,80,5000
2001,17,6000
6001,439,10001
4001,113,8000
6001,98,8001
2001,84,3000
4001,23,6000
2001,7,3000
4001,92,7000
2001,42,6001
2001,11,3000
2001,62,4001
2001,11,3000
2001,7,4001
4001,13,4500
2001,7,3000
4001,28,4500
2001,78,4500
4001,76,8001
4001,5,4500
4001,121,6001
2001,13,4001
4001,36,6001
4001,32,6001
2001,14,4001
2001,49,4001
4001,52,6001
2001,11,4001
4001,87,6001
2001,39,4001
2001,11,4500
4001,4,6000
4001,33,4500
2001,8,6001
2001,19,4001
2001,21,4001
2001,43,6001
2001,12,6000
2001,37,4001
4001,30,4500
4001,43,6001
4001,81,8001
2001,62,4001
2001,21,3000
8001,81,10000
4001,51,7000
6001,80,10001
4001,68,6001
2001,40,4001
2001,14,6000
2001,46,3000
4001,42,4500
2001,9,6000
2001,34,4001
4001,29,6001
2001,37,3000
2001,47,4001
2001,7,4001
2001,41,4001
4001,43,6001
6000,15,8001
4001,43,6001
8001,80,10001
4001,27,6001
4001,40,10001
2001,146,6001
2001,54,4001
2001,52,3000
2001,49,3000
2001,40,4001
2001,10,4001
2001,23,4001
4001,27,6001
2001,50,4001
4001,45,4500
4001,27,8001
4001,27,6001
2001,25,4001
6001,104,8001
4001,59,6001
2001,99,4001
2001,73,4001
6001,26,10001
4001,84,4500
4001,18,6001
4001,9,6001
4001,24,4500
6001,114,8001
4001,52,6001
2001,7,3000
6001,39,8001
4001,54,4500
6001,68,8001
4001,40,6001
6001,28,8000
8001,66,10001
6001,19,8001
4001,15,4500
2001,47,4500
2001,10,3000
2001,12,4001
2001,227,4001
2001,19,4500
6001,82,10000
2001,20,4500
4001,45,4500
2001,40,4500
6001,38,10001
4001,24,6001
2001,63,4001
4001,24,8000
4001,45,4500
2001,14,6001
2001,111,4001
2001,33,4500
4001,36,8001
4001,39,6001
2001,8,6000
2001,19,6001
2001,17,3000
8001,14,10001
4001,39,6000
4001,14,6001
10001,99,15000
2001,22,4001
4001,130,6001
4001,52,6001
4001,19,6001
4001,57,8001
8001,122,15000
10001,73,15000
4001,44,6001
2001,30,3000
2001,39,4001
2001,19,4001
4001,19,4500
4001,29,6001
2001,116,4500
2001,50,4001
4001,107,5500
4001,75,6000
4001,62,6001
4001,136,6001
4001,32,6000
4001,22,4500
2001,12,4001
2001,84,4001
8001,28,10000
4001,211,6001
4001,13,6000
6001,52,8001
4001,67,4500
4001,108,6000
2001,22,4001
2001,35,4001
2001,18,4500
2001,22,4001
2001,72,4001
8001,47,15000
2001,33,3000
2001,20,6001
2001,13,4001
2001,28,3000
2001,73,4001
4001,36,6001
4001,81,8001
4001,8,6000
4001,21,6001
8001,103,10001
8001,166,10001
6001,82,8001
2001,35,3000
2001,44,3000
6001,105,8001
4001,23,8000
2001,28,3000
4001,75,6000
10001,144,15000
6001,61,8001
4001,43,6000
2001,37,4001
2001,14,4001
6001,35,10001
4001,15,4500
4001,51,4500
4001,23,6000
4001,12,4500
2001,14,6000
2001,6,4001
2001,14,4001
2001,17,6001
2001,4,3000
2001,159,3000
4001,52,4500
4001,3,4500
8001,23,10001
2001,18,6001
6001,27,8001
10001,73,15000
2001,13,6000
4001,56,4500
2001,192,3000
4001,129,6000
4001,59,6001
6001,30,8000
2001,2,4001
6001,14,8001
4001,26,4500
2001,44,3000
2001,7,3000
4001,26,4500
2001,57,3000
2001,60,4001
2001,36,4001
6001,76,13000
6500,17,8000
2500,2,3500
2001,25,3000
6001,60,8000
6001,28,10001
6001,23,10001
2001,36,4001
4001,48,4500
2001,37,4001
2001,26,3000
2001,103,3000
2001,33,4001
2001,9,3000
4001,134,6001
2001,11,3000
2001,55,4001
4001,53,6001
6001,66,8001
4001,59,4500
4001,74,6001
6001,49,8001
6001,34,8001
2001,1,4001
2001,60,8001
4001,47,8001
6001,38,8001
4001,12,4500
4001,49,6001
4001,44,6001
2001,37,4001
4001,42,4500
2001,24,6001
2001,50,4001
2001,48,4001
2001,9,4001
6001,184,10001
8001,32,10001
8001,68,15000
8001,91,10001
2001,33,3000
4001,36,6001
2001,11,4001
4001,52,6001
4001,49,6001
6001,137,8000
4001,111,6001
4001,88,4500
2001,106,3000
2001,59,3000
4001,55,5000
4001,36,6000
6001,21,8001
2001,151,4001
2001,19,4001
2001,30,4001
4001,19,6000
8001,21,10000
6001,28,8001
6001,43,8001
4001,51,4500
10001,326,15000
2001,4,3000
2001,18,3000
4001,8,4500
6001,13,8001
6001,96,8001
6001,15,8000
6001,41,8001
4001,22,6000
2001,20,4500
4001,103,6001
6001,63,8001
2001,34,3000
6001,146,8001
4001,46,8001
2001,37,4001
2001,25,4500
2001,40,4001
8001,31,10001
4001,51,6001
2001,7,4500
4001,59,4500
2001,20,3000
2001,49,3000
6001,95,8001
6001,63,10001
4001,36,6001
6001,136,8001
8001,99,10001
6001,60,8001
4001,60,6001
10001,217,15000
8001,102,10001
6001,39,8001
2001,15,4001
4001,95,6000
6001,76,8001
4001,46,8001
2001,56,4001
2001,32,3000
8001,87,10001
2001,53,3000
6001,43,8001
4001,120,6001
2001,116,4500
2001,22,4001
2001,15,3000
2001,52,4001
4001,34,7000
2001,14,4001
2001,22,4001
2001,2,4001
4001,91,6000
4001,37,4500
2001,72,4500
4001,13,4500
2001,7,4001
4001,87,6000
6001,28,8001
4001,110,6001
2001,30,6001
4001,34,6001
2001,36,4001
2001,10,4001
4001,19,8001
4001,16,6001
4001,29,6001
6001,33,8000
2001,46,4001
2001,54,6001
2001,27,3000
4001,39,8001
2001,38,4001
4001,41,4500
4001,49,4500
4001,27,6000
2001,86,4001
2001,40,6000
4001,13,4500
2001,7,3000
8001,68,15000
4001,22,4500
4001,62,4500
4001,29,4500
2001,13,4500
4001,34,4500
2001,25,3000
2001,6,3000
4001,3,4500
4001,11,4500
2001,43,3000
2001,42,4500
2001,13,4001
2001,28,4001
2001,29,4001
6001,39,10000
4001,35,4500
2001,21,4001
2001,3,4001
6000,48,8000
2001,17,3000
2001,11,3000
4001,25,4500
2001,22,4001
2001,15,4001
4001,37,4500
4001,46,6001
2001,13,3000
4001,51,4500
2001,8,3000
2001,35,4001
8001,32,10000
8001,17,15000
2001,14,3000
2001,13,4001
4001,28,4500
4001,35,6001
4001,70,6001
4001,21,6001
2001,37,4001
4001,120,6000
4001,33,4500
6001,63,8001
4001,95,4500
2001,51,4001
2001,83,3000
2001,16,3000
4001,67,4500
4001,38,8001
6001,50,8001
4001,49,6001
4001,52,4500
4001,6,4500
2001,24,3000
2001,42,4001
2001,6,4001
4001,31,6000
2001,20,3000
2001,4,4500
2001,24,3000
2001,100,4001
2001,19,4001
4001,6,6000
4001,47,4500
2001,52,3000
2001,55,4500
2001,37,3000
2001,89,3000
2001,44,3000
4001,187,4500
2001,37,3000
2001,7,3000
2001,62,3000
4001,51,4500
4001,82,4500
2001,27,4001
2001,135,4500
4001,59,4500
4001,13,6000
2001,35,3000
4001,22,4500
4001,24,15000
4001,111,8000
4001,43,4500
2001,6,3000
6001,58,8001
2001,81,4001
2001,59,4001
4001,72,6001
6001,45,8001
4001,17,8001
2001,64,4001
2001,7,4001
2001,14,8001
4001,31,6001
4001,23,6001
2001,14,4001
2001,5,3000
4001,39,8001
4001,33,4500
6001,25,8001
4001,33,6001
2001,46,4500
2001,57,4001
4001,60,6001
4001,57,4500
6001,86,8001
10001,64,15000
4001,7,4500
2001,13,4001
2001,38,3000
4001,20,6001
8001,93,10001
2001,22,8000
4001,38,6001
2001,52,4500
4001,57,8001
4001,23,6001
4001,30,6001
2001,43,4001
2001,12,4001
2001,10,6001
6001,12,8001
2001,19,3000
6001,74,8001
4001,40,6001
4001,41,6001
8001,47,10001
2001,18,4001
6001,52,8001
10001,112,15000
4001,38,6001
2001,7,3000
6001,12,8001
4001,27,4500
4001,70,6001
4001,126,6001
2001,11,3000
2001,4,4001
2001,32,3000
6001,48,15000
2001,15,3000
2001,15,4500
4001,32,6001
4001,51,10001
2001,2,3000
2001,10,3000
2001,24,4500
4001,13,8000
4001,27,4500
4001,43,4500
6001,18,8000
2001,14,4001
10001,149,15000
2001,49,4001
2001,54,4001
4001,24,6001
8001,68,10001
2001,43,4001
4001,20,4500
2001,5,4001
2001,140,4001
2001,12,3000
2001,6,4001
4001,29,4500
8001,20,10001
6001,50,8001
4001,13,6001
2001,23,4000
6001,27,8001
6001,96,8001
4001,11,8000
2001,42,3000
4001,52,4500
4001,54,6001
2001,56,4001
2001,85,3000
4001,61,4500
2001,13,4500
2001,17,3000
2001,198,4001
4001,24,6000
4001,22,6001
4001,44,4500
2001,16,4001
4001,20,4500
2001,20,4001
8001,55,10001
4001,50,4500
2001,29,4001
8001,64,10001
2001,6,8001
8001,100,10001
4001,24,6001
2001,60,3000
4001,12,4500
4001,67,4500
6001,40,8000
4001,86,4500
4001,19,6000
4001,36,4500
4001,27,6000
4001,35,4500
4001,27,4500
4001,16,8001
4001,41,4500
2001,136,4001
4001,26,6000
4001,41,6000
2001,14,4001
4001,41,6001
2001,20,3000
2001,25,4001
4001,4,6001
6001,15,10001
2001,32,4001
4001,7,4500
6001,27,8001
4001,23,8000
6001,52,8001
2001,5,4001
2001,46,4001
6001,64,8001
4001,25,6001
4001,27,6000
4001,45,6001
2001,25,4500
4001,79,8001
6001,33,8001
2001,15,4001
2001,4,4001
2001,33,4001
4001,5,6001
4001,10,4500
10001,51,15000
10001,45,15000
6001,37,8000
4001,13,4500
4001,72,6001
4001,59,4500
4001,11,4500
4001,97,6000
4001,15,6001
4001,269,4500
4001,28,4500
4001,30,4500
2001,39,4001
4001,42,4500
2001,36,4001
4001,37,4500
2001,44,4500
2001,14,8000
4001,58,6001
2001,62,4500
6001,124,8001
6001,23,8000
2001,39,3000
4001,209,6000
2001,13,3000
4001,45,4500
2001,15,4500
4001,73,6001
2001,44,3000
2001,151,5000
2001,92,8000
2001,16,3000
2001,74,3000
2001,15,3000
2001,48,3000
2001,19,3000
2001,16,3000
2001,46,3000
2001,40,3000
2001,29,4500
4001,65,4500
2001,20,15000
